Year,Age,Gender,Spending,Stay,Country_of_origin
2023,34,1,1290,26,United States
2023,49,0,1966,22,United States
2023,36,1,2003,25,United States
2023,25,1,1789,10,United States
2023,17,0,1242,24,United States
2023,36,0,1223,15,United States
2023,24,1,575,10,United States
2023,35,0,1888,24,United States
2023,25,0,1978,15,United States
2023,36,0,981,20,United States
2023,43,1,632,20,United States
2023,50,0,1173,7,United States
2023,50,1,695,10,United States
2023,37,1,2028,25,United States
2023,36,1,696,16,United States
2023,26,0,621,17,United States
2023,23,1,692,18,United States
2023,27,1,607,15,United States
2023,36,0,612,20,United States
2023,26,1,1656,26,United States
2023,25,0,1555,16,United States
2023,26,1,1018,23,United States
2023,20,0,812,17,United States
2023,17,0,1948,17,United States
2023,20,1,760,11,United States
2023,23,0,1301,12,United States
2023,14,1,863,12,United States
2023,44,0,1558,10,Vanuatu
2023,29,0,1418,10,Vanuatu
2023,46,0,889,9,Vanuatu
2023,17,1,1741,11,Vanuatu
2023,49,0,1042,9,Vanuatu
2023,29,0,1077,23,Vanuatu
2023,23,0,507,7,Australia
2023,36,0,1720,21,Australia
2023,36,0,1941,8,Australia
2023,48,1,650,10,Australia
2023,35,1,746,23,Australia
2023,16,0,660,27,Australia
2023,21,0,1928,14,Australia
2023,29,0,1174,23,Australia
2023,45,1,1230,24,Australia
2023,29,1,1355,18,Australia
2023,17,0,1541,20,Australia
2023,31,0,695,20,Australia
2023,48,0,1333,6,Australia
2023,26,0,1221,17,Australia
2023,20,1,1413,8,Australia
2023,22,0,1776,16,Australia
2023,44,1,1222,19,Australia
2023,40,1,1251,19,Australia
2023,28,1,1140,22,Australia
2023,40,1,1426,24,Australia
2023,42,0,1879,11,Australia
2023,32,1,1790,14,Australia
2023,42,0,585,9,Australia
2023,36,0,1084,26,Australia
2023,30,0,977,22,Australia
2023,17,1,1157,17,Australia
2023,46,0,570,20,Australia
2023,32,0,953,21,Australia
2023,25,0,512,9,Australia
2023,20,0,1935,9,Australia
2023,35,1,501,13,Australia
2023,22,1,1836,24,Australia
2023,30,1,468,17,Australia
2023,31,1,955,10,Australia
2023,36,0,1760,14,Australia
2023,25,0,555,26,Australia
2023,32,1,1943,26,Australia
2023,32,0,1605,26,Australia
2023,26,1,916,10,Australia
2023,35,0,1954,8,Australia
2023,29,0,1679,20,Australia
2023,45,1,1290,13,Australia
2023,44,1,1163,10,Australia
2023,32,1,1409,19,Australia
2023,19,0,1685,25,Australia
2023,32,0,1895,17,Australia
2023,17,0,1253,18,Australia
2023,44,0,1853,17,Australia
2023,25,1,990,9,Australia
2023,20,1,761,18,Australia
2023,32,0,1511,11,Australia
2023,20,1,1201,27,Australia
2023,32,1,1644,9,Australia
2023,54,1,1086,21,Australia
2023,27,1,1697,17,Australia
2023,21,1,1427,21,Australia
2023,50,1,644,21,Australia
2023,18,1,1059,24,Australia
2023,26,1,912,19,Australia
2023,63,1,1281,9,Australia
2023,57,1,1179,27,Australia
2023,18,1,1913,18,Australia
2023,33,0,1013,17,Australia
2023,18,1,994,15,Australia
2023,64,0,1008,21,Australia
2023,48,1,1483,22,Australia
2023,51,0,1361,11,Australia
2023,35,1,1294,9,Australia
2023,35,1,1101,11,Australia
2023,31,1,483,26,Australia
2023,30,0,779,12,Australia
2023,37,1,1435,14,Australia
2023,38,1,808,10,Australia
2023,40,1,962,10,Australia
2023,18,0,1832,12,Australia
2023,18,0,1920,12,Australia
2023,37,1,1399,22,Australia
2023,28,0,610,15,Australia
2023,29,0,1041,27,Australia
2023,50,1,672,18,Australia
2023,18,0,1113,21,Australia
2023,18,1,1566,25,Australia
2023,60,1,564,19,Australia
2023,18,1,716,21,Australia
2023,26,1,1207,13,Australia
2023,16,0,1075,6,Australia
2023,40,0,1256,7,Australia
2023,19,0,1446,14,Australia
2023,21,1,1434,25,Australia
2023,49,1,843,22,Australia
2023,23,0,686,22,Australia
2023,22,1,797,17,Australia
2023,18,0,932,8,Australia
2023,36,1,1710,9,Australia
2023,28,0,1138,28,Australia
2023,33,1,1203,7,Australia
2023,18,1,1970,27,Australia
2023,32,1,1963,12,Australia
2023,34,0,586,14,Australia
2023,38,0,1085,9,Australia
2023,43,1,1595,12,Australia
2023,19,0,1433,8,Australia
2023,56,0,1771,6,Australia
2023,37,0,938,14,Australia
2023,40,1,460,9,Australia
2023,23,0,510,19,Australia
2023,37,1,1314,17,Australia
2023,22,0,987,15,Australia
2023,30,0,1800,8,Australia
2023,46,0,1660,17,Australia
2023,23,0,1432,16,Australia
2023,31,1,2001,21,Australia
2023,25,1,1756,8,Australia
2023,32,1,820,26,Australia
2023,31,0,736,8,Australia
2023,18,0,1173,18,Australia
2023,31,1,479,15,Australia
2023,46,1,1814,15,Australia
2023,30,1,1952,11,Australia
2023,40,0,1930,20,Australia
2023,36,1,1797,17,Australia
2023,30,1,1331,14,Australia
2023,32,0,469,17,Australia
2023,28,0,1982,13,Australia
2023,24,0,746,7,Australia
2023,42,0,799,17,Australia
2023,25,1,1761,10,Australia
2023,48,1,1406,13,Australia
2023,40,0,1182,22,Australia
2023,18,1,1832,20,Australia
2023,23,0,1923,16,Australia
2023,30,1,1269,16,Australia
2023,21,1,1591,23,Australia
2023,50,0,1115,10,Canada
2023,37,0,1534,9,Canada
2023,33,1,654,23,Canada
2023,18,1,637,11,Canada
2023,31,1,1750,22,Canada
2023,43,0,621,23,Canada
2023,33,1,845,25,Canada
2023,30,1,614,18,Canada
2023,28,0,996,23,Chile
2023,38,1,1017,8,Chile
2023,44,1,1646,15,Chile
2023,33,0,1652,15,Chile
2023,25,1,2025,6,Chile
2023,35,0,1911,15,Chile
2023,39,0,1685,17,Chile
2023,53,1,883,23,Chile
2023,23,0,2005,16,Cook Islands
2023,20,0,1323,23,Cook Islands
2023,30,0,710,9,Cook Islands
2023,18,1,1283,6,Cook Islands
2023,29,0,969,25,Cook Islands
2023,53,1,1201,8,Cook Islands
2023,30,0,474,12,Cook Islands
2023,17,0,1743,21,Cook Islands
2023,30,1,535,17,Fiji
2023,39,0,1789,11,Fiji
2023,22,0,836,13,Fiji
2023,17,0,1365,27,Fiji
2023,56,0,595,18,Fiji
2023,37,0,1926,7,Fiji
2023,33,1,1120,18,Fiji
2023,31,0,801,23,Fiji
2023,37,1,1960,27,Fiji
2023,29,1,608,27,Fiji
2023,51,0,2008,20,Fiji
2023,35,0,1052,26,Fiji
2023,33,1,1049,8,Fiji
2023,18,0,1543,18,Fiji
2023,33,0,1984,16,Hong Kong
2023,39,1,1233,20,Hong Kong
2023,30,0,1128,22,Hong Kong
2023,20,1,1280,28,Hong Kong
2023,56,0,798,16,Hong Kong
2023,36,0,1383,20,Japan
2023,28,1,1253,28,Japan
2023,42,1,1496,24,Japan
2023,17,1,1938,18,Japan
2023,40,0,1450,27,Japan
2023,44,0,1212,18,Japan
2023,40,1,1194,7,Japan
2023,39,1,1370,28,Malaysia
2023,36,0,1886,25,Malaysia
2023,29,1,1107,21,Malaysia
2023,37,0,1627,20,Malaysia
2023,30,1,1552,22,Malaysia
2023,49,1,1134,20,Malaysia
2023,19,1,564,10,Malaysia
2023,29,1,828,11,Malaysia
2023,27,0,1050,26,New Caledonia
2023,18,0,1066,18,New Caledonia
2023,33,0,1239,24,New Caledonia
2023,50,1,1227,22,New Caledonia
2023,29,0,826,23,New Caledonia
2023,23,0,1508,9,New Caledonia
2023,29,0,1417,9,Niue
2023,56,1,1768,11,Niue
2023,47,0,1667,13,Niue
2023,33,0,1436,12,Niue
2023,25,0,1158,25,Niue
2023,36,1,1156,6,Samoa
2023,32,1,466,9,Samoa
2023,38,1,743,16,Samoa
2023,25,0,1621,11,Samoa
2023,43,0,1336,24,Samoa
2023,34,0,909,16,Samoa
2023,29,1,1303,13,Singapore
2023,23,1,1206,10,Singapore
2023,34,1,933,26,Singapore
2023,30,1,608,9,Singapore
2023,26,1,2016,14,Singapore
2023,31,1,1277,22,Singapore
2023,29,1,1253,12,Singapore
2023,33,1,986,7,Singapore
2023,18,1,1401,25,Singapore
2023,48,1,782,10,Singapore
2023,36,0,1218,23,Singapore
2023,55,1,1065,8,Singapore
2023,19,0,1259,16,Singapore
2023,52,0,1842,14,Singapore
2023,59,0,1434,26,Singapore
2023,34,1,1514,8,Singapore
2023,36,0,1688,12,South Korea
2023,44,1,1895,16,South Korea
2023,30,0,1286,17,South Korea
2023,36,1,638,24,South Korea
2023,49,1,1302,28,South Korea
2023,38,1,1991,20,South Korea
2023,35,0,934,27,South Korea
2023,52,0,1115,21,South Korea
2023,56,1,1147,17,Taiwan
2023,35,0,1037,7,Taiwan
2023,46,1,1380,25,Taiwan
2023,28,0,1594,28,Taiwan
2023,29,1,771,21,Taiwan
2023,36,1,797,22,Tonga
2023,42,1,813,8,Tonga
2023,35,1,1820,19,Tonga
2023,42,0,539,17,Tonga
2023,48,1,1054,22,Tonga
2023,36,1,1160,24,Tonga
2023,50,1,1942,17,Tonga
2023,59,1,1672,12,Tonga
2023,18,0,509,17,United Arab Emirates
2023,52,1,856,22,United Arab Emirates
2023,41,1,1066,8,United Arab Emirates
2023,27,1,479,28,United Arab Emirates
2023,44,0,2016,8,United Arab Emirates
2023,58,0,1351,26,United Arab Emirates
2023,22,0,761,21,United Arab Emirates
2023,44,1,997,15,United Arab Emirates
2023,31,1,2012,18,United States
2023,31,1,2017,17,United States
2023,52,1,582,28,United States
2023,36,0,888,21,United States
2023,32,0,775,19,United States
2023,51,0,756,27,United States
2023,36,1,921,18,United States
2023,55,1,1991,21,United States
2023,32,1,888,21,United States
2023,42,1,467,7,United States
2023,33,0,1921,20,United States
2023,50,1,1324,8,United States
2023,40,0,710,12,United States
2023,40,1,1821,22,United States
2023,49,0,1637,26,United States
2023,39,1,640,12,United States
2023,33,0,1254,19,United States
2023,43,1,869,18,United States
2023,56,0,637,22,United States
2023,59,1,1418,6,United States
2023,29,1,1199,26,United States
2023,23,0,1254,6,United States
2023,33,0,1189,22,United States
2023,24,0,1946,8,United States
2023,44,1,1511,15,United States
2023,23,1,1286,24,United States
2023,37,1,1122,10,United States
2023,19,1,821,8,United States
2023,37,1,541,7,United States
2023,35,1,1469,28,United States
2023,56,0,683,24,United States
2023,30,0,473,6,United States
2023,49,0,1509,16,United States
2023,37,0,593,22,United States
2023,40,0,1109,19,United States
2023,36,0,519,18,United States
2023,31,1,1473,18,United States
2023,23,1,999,10,United States
2023,39,1,1016,17,Vanuatu
2023,27,0,1732,19,Vanuatu
2023,52,0,952,26,Vanuatu
2023,43,0,541,13,Vanuatu
2023,48,0,982,9,Vanuatu
2023,42,1,2023,17,Vanuatu
2023,39,0,1312,16,Australia
2023,33,1,1242,18,Australia
2023,40,1,1230,7,Australia
2023,55,0,600,17,Australia
2023,31,0,1847,27,Australia
2023,44,1,1002,13,Australia
2023,55,1,1936,8,Australia
2023,33,0,1032,23,Australia
2023,20,0,1479,21,Australia
2023,59,1,1529,14,Australia
2023,55,1,1371,9,Australia
2023,55,0,755,23,Australia
2023,32,0,1475,19,Australia
2023,41,1,1929,14,Australia
2023,30,0,1970,24,Australia
2023,23,0,576,28,Australia
2023,59,0,1056,11,Australia
2023,20,0,1657,17,Australia
2023,47,1,1609,12,Australia
2023,38,1,1590,8,Australia
2023,28,0,1177,21,Australia
2023,43,1,759,25,Australia
2023,41,0,1052,15,Australia
2023,24,1,1400,14,Australia
2023,29,1,1405,26,Australia
2023,31,0,1044,20,Australia
2023,20,1,1177,27,Australia
2023,22,0,749,27,Australia
2023,52,1,1688,21,Australia
2023,56,1,1960,18,Australia
2023,17,0,1875,28,Australia
2023,38,0,1577,27,Australia
2023,52,1,1569,11,Australia
2023,28,0,1488,15,Australia
2023,47,1,1592,22,Australia
2023,56,1,1255,24,Australia
2023,32,1,1286,22,Australia
2023,26,1,772,24,Australia
2023,34,1,888,20,Australia
2023,17,0,2006,7,Australia
2023,54,1,1750,27,Australia
2023,55,0,1961,24,Australia
2023,56,0,1892,26,Australia
2023,55,0,1291,28,Australia
2023,1,0,1795,11,Australia
2023,2,1,1306,16,Australia
2023,51,0,1470,17,Australia
2023,22,0,1932,15,Australia
2023,2,0,834,7,Australia
2023,2,1,1942,26,Australia
2023,21,1,1526,7,Australia
2023,51,0,695,23,Australia
2023,45,0,1880,10,Australia
2023,27,1,1756,16,Australia
2023,41,0,2022,24,Australia
2023,48,1,1085,13,Australia
2023,8,0,1569,8,Australia
2023,9,0,803,7,Australia
2023,18,0,1822,10,Australia
2023,19,1,762,25,Australia
2023,50,1,1914,23,Australia
2023,45,0,1264,28,Australia
2023,52,0,1139,26,Australia
2023,15,1,1861,28,Australia
2023,15,0,1536,20,Australia
2023,3,1,555,13,Australia
2023,39,1,734,17,Australia
2023,30,0,1353,9,Australia
2023,32,0,1028,15,Australia
2023,41,0,1848,8,Australia
2023,32,1,1078,12,Australia
2023,32,0,1721,19,Australia
2023,32,0,1465,25,Australia
2023,21,0,1440,9,Australia
2023,27,0,1707,26,Australia
2023,32,1,1758,12,Australia
2023,53,1,1762,23,Australia
2023,51,0,1198,26,Australia
2023,18,0,1152,23,Australia
2023,57,0,1377,27,Australia
2023,33,1,1717,10,Australia
2023,33,1,979,20,Australia
2023,12,1,1113,20,Australia
2023,26,0,1680,15,Australia
2023,36,0,1486,16,Australia
2023,34,1,825,24,Australia
2023,57,1,1917,10,Australia
2023,31,1,1248,11,Australia
2023,49,0,785,10,Australia
2023,35,1,923,10,Australia
2023,17,0,1851,15,Australia
2023,48,0,1542,26,Australia
2023,26,1,2021,17,Australia
2023,15,0,1932,13,Australia
2023,12,0,1553,14,Australia
2023,39,0,1351,7,Australia
2023,11,1,1791,7,Australia
2023,17,1,1274,6,Australia
2023,11,0,470,15,Australia
2023,25,1,663,8,Australia
2023,43,0,510,11,Australia
2023,17,0,1383,23,Australia
2023,38,1,910,25,Australia
2023,44,1,1294,6,Australia
2023,45,1,1848,6,Australia
2023,28,1,1262,19,Australia
2023,29,0,641,16,Australia
2023,25,1,1512,19,Australia
2023,28,0,910,24,Australia
2023,33,0,1535,17,Australia
2023,26,1,762,21,Australia
2023,52,1,583,6,Australia
2023,39,0,1975,14,Australia
2023,20,0,1379,24,Australia
2023,26,0,1454,14,Australia
2023,23,0,746,15,Australia
2023,21,0,1754,28,Australia
2023,52,1,566,25,Australia
2023,35,0,1076,17,Australia
2023,30,0,984,11,Australia
2023,49,0,663,11,Australia
2023,30,0,1487,14,Australia
2023,32,1,1634,21,Australia
2023,57,1,620,19,Australia
2023,34,1,1214,21,Australia
2023,20,1,1108,6,Australia
2023,35,0,1387,22,Australia
2023,52,0,962,6,Australia
2023,45,0,802,15,Australia
2023,34,0,1857,17,Canada
2023,32,1,970,21,Canada
2023,39,0,468,26,Canada
2023,58,1,726,13,Canada
2023,37,0,807,21,Canada
2023,32,0,1456,18,Canada
2023,57,0,931,28,Canada
2023,59,0,630,11,Chile
2023,26,0,1226,16,Chile
2023,31,1,1284,19,Chile
2023,20,1,1379,27,Chile
2023,32,0,1759,13,Chile
2023,59,1,559,8,Cook Islands
2023,27,1,1562,21,Cook Islands
2023,35,0,921,12,Cook Islands
2023,29,0,796,9,Cook Islands
2023,22,1,1827,25,Cook Islands
2023,53,0,1981,14,Cook Islands
2023,33,0,912,12,Cook Islands
2023,29,1,1997,13,Cook Islands
2023,32,1,1579,22,Fiji
2023,23,0,1633,15,Fiji
2023,26,1,637,20,Fiji
2023,28,0,1450,6,Fiji
2023,28,0,956,12,Fiji
2023,58,0,1017,16,Fiji
2023,32,1,1414,22,Fiji
2023,49,1,929,21,Fiji
2023,33,1,868,18,Fiji
2023,56,1,1516,28,Fiji
2023,42,1,1898,21,Fiji
2023,52,0,1818,27,Fiji
2023,50,1,634,21,Fiji
2023,44,1,918,14,Fiji
2023,47,0,603,19,French Polynesia
2023,21,0,971,22,French Polynesia
2023,53,1,1349,21,French Polynesia
2023,22,0,1649,24,French Polynesia
2023,55,1,1790,27,French Polynesia
2023,17,0,1128,18,French Polynesia
2023,24,0,1219,6,Hong Kong
2023,32,0,916,11,Hong Kong
2023,35,0,651,11,Hong Kong
2023,33,1,917,13,Hong Kong
2023,49,0,1038,27,Hong Kong
2023,25,1,776,25,Hong Kong
2023,48,0,1378,18,Hong Kong
2023,33,0,1396,28,Hong Kong
2023,26,0,1178,16,Japan
2023,50,0,1750,19,Japan
2023,21,0,1739,13,Japan
2023,18,0,688,26,Japan
2023,29,0,957,19,Japan
2023,55,0,1974,23,Japan
2023,36,0,1052,24,Japan
2023,36,1,1716,8,Malaysia
2023,49,0,535,24,Malaysia
2023,57,0,1139,16,Malaysia
2023,46,1,647,16,Malaysia
2023,29,1,477,10,Malaysia
2023,57,0,1490,6,Malaysia
2023,17,1,1020,11,New Caledonia
2023,42,0,1258,27,New Caledonia
2023,22,0,1772,24,New Caledonia
2023,19,1,462,28,New Caledonia
2023,48,1,1960,25,New Caledonia
2023,32,0,1506,7,New Caledonia
2023,36,1,1202,22,New Caledonia
2023,25,1,869,20,Niue
2023,30,0,628,27,Niue
2023,47,1,1765,24,Niue
2023,25,1,940,26,Niue
2023,22,0,1560,26,Niue
2023,65,1,1894,26,Niue
2023,36,1,451,22,Niue
2023,47,0,962,28,Samoa
2023,2,0,695,13,Samoa
2023,53,0,1224,12,Samoa
2023,3,0,950,17,Samoa
2023,57,1,1023,21,Samoa
2023,42,0,1823,24,Samoa
2023,33,1,2006,14,Samoa
2023,32,1,1955,25,Samoa
2023,28,0,1866,14,Singapore
2023,57,0,451,19,Singapore
2023,57,1,839,28,Singapore
2023,35,0,955,17,Singapore
2023,21,1,1585,8,Singapore
2023,22,1,1338,21,Singapore
2023,28,1,802,17,Singapore
2023,46,1,1528,27,Singapore
2023,56,0,563,16,Singapore
2023,22,1,1307,19,Singapore
2023,41,0,1150,22,Singapore
2023,26,0,1189,25,Singapore
2023,28,1,527,9,Singapore
2023,44,0,1689,24,Singapore
2023,46,0,961,25,Singapore
2023,40,1,543,27,Singapore
2023,63,0,1504,10,South Korea
2023,33,1,902,28,South Korea
2023,45,1,1876,9,South Korea
2023,26,0,544,13,South Korea
2023,35,1,733,15,South Korea
2023,35,0,546,24,South Korea
2023,6,1,1325,11,South Korea
2023,50,1,474,14,Tonga
2023,59,1,1781,8,Tonga
2023,22,1,1371,12,Tonga
2023,56,0,1165,19,Tonga
2023,37,1,623,26,Tonga
2023,20,0,1179,22,Tonga
2023,38,0,1188,22,Tonga
2023,38,1,1528,22,United Arab Emirates
2023,33,1,1173,6,United Arab Emirates
2023,17,1,1490,6,United Arab Emirates
2023,51,0,454,23,United Arab Emirates
2023,21,0,552,7,United Arab Emirates
2023,22,1,936,6,United Arab Emirates
2023,5,1,812,9,United Arab Emirates
2023,40,0,1714,15,United States
2023,37,1,1420,10,United States
2023,30,1,1064,25,United States
2023,35,1,508,22,United States
2023,42,0,1543,25,United States
2023,23,1,619,18,United States
2023,32,1,1188,11,United States
2023,51,0,1303,10,United States
2023,28,0,1562,7,United States
2023,2,1,1000,19,United States
2023,59,0,1468,19,United States
2023,37,1,789,6,United States
2023,33,0,561,6,United States
2023,57,1,1550,16,United States
2023,57,1,570,22,United States
2023,52,1,1856,13,United States
2023,57,0,689,8,United States
2023,38,0,1950,27,United States
2023,54,0,646,13,United States
2023,39,0,585,24,United States
2023,26,0,1441,21,United States
2023,36,1,816,26,United States
2023,40,1,1491,18,United States
2023,41,1,1627,6,United States
2023,22,1,883,28,United States
2023,20,1,1203,27,United States
2023,21,1,786,28,United States
2023,41,0,1813,8,Vanuatu
2023,45,1,863,6,Vanuatu
2023,50,1,493,21,Vanuatu
2023,35,0,1984,28,Vanuatu
2023,18,1,1656,18,Vanuatu
2023,26,0,591,26,Vanuatu
2023,18,0,1298,11,Australia
2023,24,1,799,14,Australia
2023,47,0,1278,27,Australia
2023,36,1,1432,12,Australia
2023,64,1,897,20,Australia
2023,35,1,1236,6,Australia
2023,44,1,1998,11,Australia
2023,36,0,463,10,Australia
2023,21,0,1656,6,Australia
2023,3,0,1619,14,Australia
2023,40,1,1052,26,Australia
2023,46,1,978,22,Australia
2023,50,1,676,22,Australia
2023,29,0,665,7,Australia
2023,17,1,1031,20,Australia
2023,41,0,1555,18,Australia
2023,55,1,1787,10,Australia
2023,18,1,976,16,Australia
2023,38,1,704,12,Australia
2023,50,1,1385,12,Australia
2023,54,1,620,8,Australia
2023,59,0,1771,16,Australia
2023,6,0,1989,21,Australia
2023,27,1,1505,27,Australia
2023,28,1,1927,6,Australia
2023,55,0,619,11,Australia
2023,58,1,1404,22,Australia
2023,25,0,2017,11,Australia
2023,20,1,1583,16,Australia
2023,42,0,1993,28,Australia
2023,40,1,683,25,Australia
2023,23,1,1440,24,Australia
2023,23,1,569,8,Australia
2023,40,1,1156,7,Australia
2023,36,0,1763,9,Australia
2023,29,1,1104,9,Australia
2023,64,0,1826,27,Australia
2023,35,0,1625,6,Australia
2023,34,0,1618,19,Australia
2023,52,1,970,7,Australia
2023,53,0,1913,11,Australia
2023,52,0,1341,23,Australia
2023,30,1,676,19,Australia
2023,29,1,1709,24,Australia
2023,57,1,1988,10,Australia
2023,40,0,1308,18,Australia
2023,49,0,1819,24,Australia
2023,22,1,1521,25,Australia
2023,30,1,633,26,Australia
2023,36,0,1983,8,Australia
2023,28,0,1489,20,Australia
2023,3,1,517,15,Australia
2023,36,0,1261,23,Australia
2023,35,1,1593,9,Australia
2023,42,1,789,23,Australia
2023,32,1,2001,21,Australia
2023,33,1,1824,24,Australia
2023,36,1,1171,21,Australia
2023,40,1,980,21,Australia
2023,43,1,1735,12,Australia
2023,38,0,1588,26,Australia
2023,17,0,1948,9,Australia
2023,35,0,1567,25,Australia
2023,41,0,1807,17,Australia
2023,53,1,1297,23,Australia
2023,34,0,724,22,Australia
2023,35,1,647,25,Australia
2023,32,0,735,13,Australia
2023,38,0,1271,26,Australia
2023,30,1,1251,16,Australia
2023,23,0,820,24,Australia
2023,41,0,1250,8,Australia
2023,41,1,1271,6,Australia
2023,38,0,1887,21,Australia
2023,24,1,801,10,Australia
2023,25,1,1587,6,Australia
2023,22,0,1512,21,Australia
2023,52,1,661,24,Australia
2023,42,1,1019,25,Australia
2023,25,1,1932,24,Australia
2023,18,1,1220,25,Australia
2023,42,0,1643,22,Australia
2023,45,1,1843,16,Australia
2023,36,1,696,14,Australia
2023,20,0,1809,10,Australia
2023,21,0,1075,16,Australia
2023,36,0,1610,23,Australia
2023,34,1,1782,22,Australia
2023,42,0,1539,18,Australia
2023,18,1,944,12,Australia
2023,51,0,1941,10,Australia
2023,37,1,556,23,Australia
